model,concurrency,metric,excluded_repeat,analysis_status,full_normalized_log_did,leave_one_repeat_out_log_did,leave_one_repeat_out_ratio,same_direction_as_full
llama,4,victim_median_tpot_ms,1,ok,0.03568888448787133,-0.002141491729514833,0.997860799627966,False
llama,4,victim_median_tpot_ms,2,ok,0.03568888448787133,0.012424387395904901,1.01250189074158,True
llama,4,victim_median_tpot_ms,3,ok,0.03568888448787133,-0.027470160057757376,0.9729037135109296,False
llama,4,victim_median_tpot_ms,4,ok,0.03568888448787133,-0.0004709701477594308,0.9995291407412714,False
llama,4,victim_median_tpot_ms,5,ok,0.03568888448787133,0.012527287443091506,1.0126060825944951,True
llama,4,victim_median_itl_ms,1,ok,-0.01605239347880083,-0.016223648771559684,0.9839072457996823,True
llama,4,victim_median_itl_ms,2,ok,-0.01605239347880083,-0.01594992368240611,0.9841766027614549,True
llama,4,victim_median_itl_ms,3,ok,-0.01605239347880083,-0.017331989305251483,0.9828173456196141,True
llama,4,victim_median_itl_ms,4,ok,-0.01605239347880083,-0.01725555262351053,0.9828924717874317,True
llama,4,victim_median_itl_ms,5,ok,-0.01605239347880083,-0.01671466779430597,0.9834242472158272,True
llama,4,victim_p95_itl_ms,1,ok,-0.015609573260511489,-0.016579869189163432,0.9835568203677525,True
llama,4,victim_p95_itl_ms,2,ok,-0.015609573260511489,-0.015642911731210685,0.984478803127778,True
llama,4,victim_p95_itl_ms,3,ok,-0.015609573260511489,-0.016852654470084882,0.9832885571350004,True
llama,4,victim_p95_itl_ms,4,ok,-0.015609573260511489,-0.01720069715497541,0.9829463902933401,True
llama,4,victim_p95_itl_ms,5,ok,-0.015609573260511489,-0.016703562561354968,0.9834351684318234,True
llama,4,victim_itl_iqr_ms,1,ok,-0.5788677414949679,-0.5221668323197806,0.593233716309785,True
llama,4,victim_itl_iqr_ms,2,ok,-0.5788677414949679,-0.6900262180396303,0.5015629188971857,True
llama,4,victim_itl_iqr_ms,3,ok,-0.5788677414949679,-0.518668345067278,0.5953127715576563,True
llama,4,victim_itl_iqr_ms,4,ok,-0.5788677414949679,-0.4908531702065499,0.6121039424989491,True
llama,4,victim_itl_iqr_ms,5,ok,-0.5788677414949679,-0.5748219029439159,0.5628050938121587,True
llama,4,victim_median_ttft_ms,1,ok,-0.17646824467070932,-0.1419761159487054,0.8676419790439766,True
llama,4,victim_median_ttft_ms,2,ok,-0.17646824467070932,0.03509230955836973,1.0357153108100032,False
llama,4,victim_median_ttft_ms,3,ok,-0.17646824467070932,0.07476130992070917,1.0776269013338697,False
llama,4,victim_median_ttft_ms,4,ok,-0.17646824467070932,-0.1419761159487054,0.8676419790439766,True
llama,4,victim_median_ttft_ms,5,ok,-0.17646824467070932,0.037831574331598894,1.0385562986084353,False
llama,4,victim_p95_ttft_ms,1,ok,0.014639792381502481,0.0383182720136519,1.0390618845754287,True
llama,4,victim_p95_ttft_ms,2,ok,0.014639792381502481,0.057373108563229636,1.0590508776407745,True
llama,4,victim_p95_ttft_ms,3,ok,0.014639792381502481,0.0867632639943201,1.0906384557623716,True
llama,4,victim_p95_ttft_ms,4,ok,0.014639792381502481,0.03673967773885867,1.0374229214025752,True
llama,4,victim_p95_ttft_ms,5,ok,0.014639792381502481,0.05845968613371699,1.0602022439815644,True
llama,4,victim_median_e2el_ms,1,ok,-0.010618306982698833,-0.011101756289847664,0.9889596407913256,True
llama,4,victim_median_e2el_ms,2,ok,-0.010618306982698833,-0.013668287735457696,0.9864246991699767,True
llama,4,victim_median_e2el_ms,3,ok,-0.010618306982698833,-0.005878998220358866,0.9941382492737971,True
llama,4,victim_median_e2el_ms,4,ok,-0.010618306982698833,-0.014240234551099462,0.9858606780148432,True
llama,4,victim_median_e2el_ms,5,ok,-0.010618306982698833,-0.007951260706512642,0.992080266950021,True
llama,4,victim_p95_e2el_ms,1,ok,-0.08501542963724962,-0.08951950557680455,0.9143704296277164,True
llama,4,victim_p95_e2el_ms,2,ok,-0.08501542963724962,-0.08414118046521946,0.9193014595252375,True
llama,4,victim_p95_e2el_ms,3,ok,-0.08501542963724962,-0.08101049349590284,0.922184014459658,True
llama,4,victim_p95_e2el_ms,4,ok,-0.08501542963724962,-0.08744633800265333,0.9162680391047372,True
llama,4,victim_p95_e2el_ms,5,ok,-0.08501542963724962,-0.08445804017066827,0.9190102160796466,True
llama,4,victim_goodput_tokens_per_s,1,ok,-0.021434599813053512,-0.02208976542207719,0.9781524268447471,True
llama,4,victim_goodput_tokens_per_s,2,ok,-0.021434599813053512,-0.02523218163588603,0.9750834892640832,True
llama,4,victim_goodput_tokens_per_s,3,ok,-0.021434599813053512,-0.01910739664938066,0.9810739925251383,True
llama,4,victim_goodput_tokens_per_s,4,ok,-0.021434599813053512,-0.023765067078920565,0.9765150983559224,True
llama,4,victim_goodput_tokens_per_s,5,ok,-0.021434599813053512,-0.02283624506925097,0.977422528427324,True
llama,8,victim_median_tpot_ms,1,ok,-0.03565014380003806,-0.07135658670977385,0.9311298044087509,True
llama,8,victim_median_tpot_ms,2,ok,-0.03565014380003806,-0.03474178352126156,0.9658547836820068,True
llama,8,victim_median_tpot_ms,3,ok,-0.03565014380003806,-0.06937128286303196,0.9329802161983091,True
llama,8,victim_median_tpot_ms,4,ok,-0.03565014380003806,-0.03204879961557694,0.9684593204834916,True
llama,8,victim_median_tpot_ms,5,ok,-0.03565014380003806,-0.06811796106262813,0.9341502737187529,True
llama,8,victim_median_itl_ms,1,ok,-0.05466678372287381,-0.054407534834802096,0.9470460735810631,True
llama,8,victim_median_itl_ms,2,ok,-0.05466678372287381,-0.05447223675935087,0.9469847998597511,True
llama,8,victim_median_itl_ms,3,ok,-0.05466678372287381,-0.05582861000498651,0.9457012057263591,True
llama,8,victim_median_itl_ms,4,ok,-0.05466678372287381,-0.05582861000498651,0.9457012057263591,True
llama,8,victim_median_itl_ms,5,ok,-0.05466678372287381,-0.05550431218337959,0.9460079443019048,True
llama,8,victim_p95_itl_ms,1,ok,-0.06412725968019917,-0.061264499352665425,0.9405744255451685,True
llama,8,victim_p95_itl_ms,2,ok,-0.06412725968019917,-0.06123098922850412,0.9406059448390562,True
llama,8,victim_p95_itl_ms,3,ok,-0.06412725968019917,-0.06465036396424084,0.9373951532132869,True
llama,8,victim_p95_itl_ms,4,ok,-0.06412725968019917,-0.06405048482922515,0.9379576457038509,True
llama,8,victim_p95_itl_ms,5,ok,-0.06412725968019917,-0.06561353460978347,0.9364927163885333,True
llama,8,victim_itl_iqr_ms,1,ok,-0.6491800733855986,-0.4949660837727926,0.609591581992302,True
llama,8,victim_itl_iqr_ms,2,ok,-0.6491800733855986,-0.4960672859456009,0.6089206678915177,True
llama,8,victim_itl_iqr_ms,3,ok,-0.6491800733855986,-0.7161631152511837,0.48862345576070454,True
llama,8,victim_itl_iqr_ms,4,ok,-0.6491800733855986,-0.5602744536000351,0.5710523149759991,True
llama,8,victim_itl_iqr_ms,5,ok,-0.6491800733855986,-0.7213932553893271,0.4860745579689042,True
llama,8,victim_median_ttft_ms,1,ok,-0.05819108975157938,-0.054979261248820244,0.9465047770770036,True
llama,8,victim_median_ttft_ms,2,ok,-0.05819108975157938,-0.1332874861181894,0.8752134442222007,True
llama,8,victim_median_ttft_ms,3,ok,-0.05819108975157938,0.01767655813256397,1.017833713106992,False
llama,8,victim_median_ttft_ms,4,ok,-0.05819108975157938,-0.12750254825001406,0.88029117262937,True
llama,8,victim_median_ttft_ms,5,ok,-0.05819108975157938,0.021855927901234473,1.0220965182716895,False
llama,8,victim_p95_ttft_ms,1,ok,0.027217850122563725,0.000815546288534641,1.0008158789368329,True
llama,8,victim_p95_ttft_ms,2,ok,0.027217850122563725,-0.02076533858815921,0.9794487764371208,False
llama,8,victim_p95_ttft_ms,3,ok,0.027217850122563725,0.041470541355016266,1.0423424554028453,True
llama,8,victim_p95_ttft_ms,4,ok,0.027217850122563725,-0.018645680264627096,0.9815270750519067,False
llama,8,victim_p95_ttft_ms,5,ok,0.027217850122563725,0.04621942568406556,1.047304191184749,True
llama,8,victim_median_e2el_ms,1,ok,-0.042625421194969704,-0.04967702624923298,0.9515366962534691,True
llama,8,victim_median_e2el_ms,2,ok,-0.042625421194969704,-0.05444320676617753,0.9470122912210615,True
llama,8,victim_median_e2el_ms,3,ok,-0.042625421194969704,-0.03745786487437197,0.9632350028936413,True
llama,8,victim_median_e2el_ms,4,ok,-0.042625421194969704,-0.05300055506690793,0.9483794860680832,True
llama,8,victim_median_e2el_ms,5,ok,-0.042625421194969704,-0.03685909640392193,0.963811930348756,True
llama,8,victim_p95_e2el_ms,1,ok,-0.1005303144867753,-0.09579152892502218,0.9086534242810955,True
llama,8,victim_p95_e2el_ms,2,ok,-0.1005303144867753,-0.11002620409795583,0.8958106610786565,True
llama,8,victim_p95_e2el_ms,3,ok,-0.1005303144867753,-0.08849510716065012,0.915307589178031,True
llama,8,victim_p95_e2el_ms,4,ok,-0.1005303144867753,-0.10547175355584582,0.8998998914598174,True
llama,8,victim_p95_e2el_ms,5,ok,-0.1005303144867753,-0.0862808041612233,0.9173366031149247,True
llama,8,victim_goodput_tokens_per_s,1,ok,-0.05631537274473786,-0.060143611200872416,0.9416292953597359,True
llama,8,victim_goodput_tokens_per_s,2,ok,-0.05631537274473786,-0.06818998523896469,0.9340829947375994,True
llama,8,victim_goodput_tokens_per_s,3,ok,-0.05631537274473786,-0.04998613051589951,0.951242617653584,True
llama,8,victim_goodput_tokens_per_s,4,ok,-0.05631537274473786,-0.06563133759276751,0.9364760441730468,True
llama,8,victim_goodput_tokens_per_s,5,ok,-0.05631537274473786,-0.047857302358293774,0.9532698067257619,True
qwen,4,victim_median_tpot_ms,1,ok,0.026610720514032682,0.02652000041864211,1.0268747849818927,True
qwen,4,victim_median_tpot_ms,2,ok,0.026610720514032682,0.01563691958661151,1.015759815951631,True
qwen,4,victim_median_tpot_ms,3,ok,0.026610720514032682,0.026754622727943378,1.0271157409810294,True
qwen,4,victim_median_tpot_ms,4,ok,0.026610720514032682,0.015936157651822214,1.0160638154355153,True
qwen,4,victim_median_tpot_ms,5,ok,0.026610720514032682,0.015724415229370514,1.015848694397798,True
qwen,4,victim_median_itl_ms,1,ok,-0.014956581325330731,-0.015386947960198682,0.9847308262877311,True
qwen,4,victim_median_itl_ms,2,ok,-0.014956581325330731,-0.014506060738676219,0.985598645258452,True
qwen,4,victim_median_itl_ms,3,ok,-0.014956581325330731,-0.01408887510281076,0.9860099086366044,True
qwen,4,victim_median_itl_ms,4,ok,-0.014956581325330731,-0.01528810961060989,0.9848281602674764,True
qwen,4,victim_median_itl_ms,5,ok,-0.014956581325330731,-0.014201007711345692,0.9858993509721832,True
qwen,4,victim_p95_itl_ms,1,ok,-0.01784322987912068,-0.0163834944288066,0.9837499850683646,True
qwen,4,victim_p95_itl_ms,2,ok,-0.01784322987912068,-0.018719573478210183,0.9814545495417168,True
qwen,4,victim_p95_itl_ms,3,ok,-0.01784322987912068,-0.018408747489243815,0.9817596585381501,True
qwen,4,victim_p95_itl_ms,4,ok,-0.01784322987912068,-0.017151379456898486,0.9829948681420405,True
qwen,4,victim_p95_itl_ms,5,ok,-0.01784322987912068,-0.017026552669215267,0.9831175798924373,True
qwen,4,victim_itl_iqr_ms,1,ok,-0.1142939580266581,-0.051674003256977075,0.9496383954114493,True
qwen,4,victim_itl_iqr_ms,2,ok,-0.1142939580266581,-0.18734088008031097,0.8291610437228176,True
qwen,4,victim_itl_iqr_ms,3,ok,-0.1142939580266581,-0.19420050464594413,0.8234927735873899,True
qwen,4,victim_itl_iqr_ms,4,ok,-0.1142939580266581,-0.04185204533243392,0.9590116603277355,True
qwen,4,victim_itl_iqr_ms,5,ok,-0.1142939580266581,-0.1772100000355512,0.8376038692102175,True
qwen,4,victim_median_ttft_ms,1,ok,-0.2910726092876601,-0.3511725378780852,0.7038623004704802,True
qwen,4,victim_median_ttft_ms,2,ok,-0.2910726092876601,-0.1398225983639776,0.8695124746527986,True
qwen,4,victim_median_ttft_ms,3,ok,-0.2910726092876601,-0.3845602611684926,0.6807499225713466,True
qwen,4,victim_median_ttft_ms,4,ok,-0.2910726092876601,-0.16455733545013995,0.848269119658217,True
qwen,4,victim_median_ttft_ms,5,ok,-0.2910726092876601,-0.22799554678857792,0.7961278051529951,True
qwen,4,victim_p95_ttft_ms,1,ok,-0.14139367495909028,-0.13654843192727117,0.8723640689633324,True
qwen,4,victim_p95_ttft_ms,2,ok,-0.14139367495909028,-0.06540223110689869,0.9366906214882162,True
qwen,4,victim_p95_ttft_ms,3,ok,-0.14139367495909028,-0.13557521005361206,0.8732134860256298,True
qwen,4,victim_p95_ttft_ms,4,ok,-0.14139367495909028,-0.06335305809889213,0.938612030604121,True
qwen,4,victim_p95_ttft_ms,5,ok,-0.14139367495909028,-0.05705055639982959,0.9445463152982229,True
qwen,4,victim_median_e2el_ms,1,ok,-0.036218996264752334,-0.03680077853427921,0.9638681394462516,True
qwen,4,victim_median_e2el_ms,2,ok,-0.036218996264752334,-0.02638749600190682,0.9739576117973031,True
qwen,4,victim_median_e2el_ms,3,ok,-0.036218996264752334,-0.036120908964428544,0.9645236668749352,True
qwen,4,victim_median_e2el_ms,4,ok,-0.036218996264752334,-0.027288041784476746,0.9730809131904625,True
qwen,4,victim_median_e2el_ms,5,ok,-0.036218996264752334,-0.026368265275804603,0.9739763418894668,True
qwen,4,victim_p95_e2el_ms,1,ok,-0.10054391413232278,-0.0947944464222168,0.9095598785413038,True
qwen,4,victim_p95_e2el_ms,2,ok,-0.10054391413232278,-0.0941078657805301,0.9101845791755064,True
qwen,4,victim_p95_e2el_ms,3,ok,-0.10054391413232278,-0.1012215334569504,0.9037328036557929,True
qwen,4,victim_p95_e2el_ms,4,ok,-0.10054391413232278,-0.08815477383106884,0.9156191518720243,True
qwen,4,victim_p95_e2el_ms,5,ok,-0.10054391413232278,-0.08788518732482231,0.9158660237153935,True
qwen,4,victim_goodput_tokens_per_s,1,ok,-0.04037007837724316,-0.04356645809501947,0.9573689270616014,True
qwen,4,victim_goodput_tokens_per_s,2,ok,-0.04037007837724316,-0.033669315011302214,0.9668911881789543,True
qwen,4,victim_goodput_tokens_per_s,3,ok,-0.04037007837724316,-0.04375433247023952,0.9571890788675371,True
qwen,4,victim_goodput_tokens_per_s,4,ok,-0.04037007837724316,-0.03343365372859575,0.9671190738474579,True
qwen,4,victim_goodput_tokens_per_s,5,ok,-0.04037007837724316,-0.03572575289066893,0.9649048795744821,True
qwen,8,victim_median_tpot_ms,1,ok,-0.06700895533560258,-0.06720147443711566,0.9350068023894171,True
qwen,8,victim_median_tpot_ms,2,ok,-0.06700895533560258,-0.06656310336885518,0.9356038742371096,True
qwen,8,victim_median_tpot_ms,3,ok,-0.06700895533560258,-0.06573083472386054,0.9363828721285666,True
qwen,8,victim_median_tpot_ms,4,ok,-0.06700895533560258,-0.06716201825728518,0.9350436949137693,True
qwen,8,victim_median_tpot_ms,5,ok,-0.06700895533560258,-0.06638557727807415,0.9357699830793129,True
qwen,8,victim_median_itl_ms,1,ok,-0.014253370684691902,-0.013419387217046719,0.9866702513467378,True
qwen,8,victim_median_itl_ms,2,ok,-0.014253370684691902,-0.014526510891415434,0.9855784898217085,True
qwen,8,victim_median_itl_ms,3,ok,-0.014253370684691902,-0.013664625422348475,0.986428311772699,True
qwen,8,victim_median_itl_ms,4,ok,-0.014253370684691902,-0.013798477137857201,0.9862962854871113,True
qwen,8,victim_median_itl_ms,5,ok,-0.014253370684691902,-0.01316082015660669,0.9869254047589645,True
qwen,8,victim_p95_itl_ms,1,ok,-0.02499464256060513,-0.025187923230612697,0.9751266458593403,True
qwen,8,victim_p95_itl_ms,2,ok,-0.02499464256060513,-0.021804164197297027,0.9784318282726715,True
qwen,8,victim_p95_itl_ms,3,ok,-0.02499464256060513,-0.0220298334624478,0.9782110511932226,True
qwen,8,victim_p95_itl_ms,4,ok,-0.02499464256060513,-0.02245079131905836,0.9777993522258366,True
qwen,8,victim_p95_itl_ms,5,ok,-0.02499464256060513,-0.025187923230612697,0.9751266458593403,True
qwen,8,victim_itl_iqr_ms,1,ok,-0.2511249867003361,-0.2976903925778046,0.742531197333037,True
qwen,8,victim_itl_iqr_ms,2,ok,-0.2511249867003361,-0.1697360448825408,0.8438875356347665,True
qwen,8,victim_itl_iqr_ms,3,ok,-0.2511249867003361,-0.1939279539280262,0.8237172477229353,True
qwen,8,victim_itl_iqr_ms,4,ok,-0.2511249867003361,-0.32266284943155055,0.7242179837163197,True
qwen,8,victim_itl_iqr_ms,5,ok,-0.2511249867003361,-0.3695759521766707,0.6910272971382737,True
qwen,8,victim_median_ttft_ms,1,ok,-0.059581364684291316,-0.058687674540577106,0.9430012464658644,True
qwen,8,victim_median_ttft_ms,2,ok,-0.059581364684291316,-0.09556598760656687,0.9088583862852583,True
qwen,8,victim_median_ttft_ms,3,ok,-0.059581364684291316,-0.1205358694641383,0.8864452904575565,True
qwen,8,victim_median_ttft_ms,4,ok,-0.059581364684291316,-0.09493011008212093,0.9094364926889564,True
qwen,8,victim_median_ttft_ms,5,ok,-0.059581364684291316,-0.039308374477813324,0.9614541754977015,True
qwen,8,victim_p95_ttft_ms,1,ok,0.05180249491611111,0.05154739993758195,1.052899092460612,True
qwen,8,victim_p95_ttft_ms,2,ok,0.05180249491611111,0.0054693069439828434,1.005484290908051,True
qwen,8,victim_p95_ttft_ms,3,ok,0.05180249491611111,-0.0018682085963428463,0.9981335354191062,False
qwen,8,victim_p95_ttft_ms,4,ok,0.05180249491611111,0.005509552681467689,1.0055247581791802,True
qwen,8,victim_p95_ttft_ms,5,ok,0.05180249491611111,0.05806297698460927,1.059781735466775,True
qwen,8,victim_median_e2el_ms,1,ok,-0.006797116054370278,-0.003881102415379978,0.9961264193285667,True
qwen,8,victim_median_e2el_ms,2,ok,-0.006797116054370278,-0.011500651145505358,0.9885652285478981,True
qwen,8,victim_median_e2el_ms,3,ok,-0.006797116054370278,-0.01274160241909339,0.9873392281292299,True
qwen,8,victim_median_e2el_ms,4,ok,-0.006797116054370278,-0.014850087044224303,0.9852596317159025,True
qwen,8,victim_median_e2el_ms,5,ok,-0.006797116054370278,-0.00538835612545796,0.9946261350258983,True
qwen,8,victim_p95_e2el_ms,1,ok,-0.075139041741763,-0.07251945409699889,0.9300476532470237,True
qwen,8,victim_p95_e2el_ms,2,ok,-0.075139041741763,-0.08351230609483107,0.9198797664739435,True
qwen,8,victim_p95_e2el_ms,3,ok,-0.075139041741763,-0.08413053613002042,0.9193112449302011,True
qwen,8,victim_p95_e2el_ms,4,ok,-0.075139041741763,-0.08121149786467452,0.9219986700720801,True
qwen,8,victim_p95_e2el_ms,5,ok,-0.075139041741763,-0.07158580396549219,0.9309163978494341,True
qwen,8,victim_goodput_tokens_per_s,1,ok,-0.031866068179096985,-0.0310392187107158,0.9694375522395484,True
qwen,8,victim_goodput_tokens_per_s,2,ok,-0.031866068179096985,-0.03907790510943765,0.9616757867705747,True
qwen,8,victim_goodput_tokens_per_s,3,ok,-0.031866068179096985,-0.041226407942916765,0.9596118416077671,True
qwen,8,victim_goodput_tokens_per_s,4,ok,-0.031866068179096985,-0.037199085009471,0.9634843009728284,True
qwen,8,victim_goodput_tokens_per_s,5,ok,-0.031866068179096985,-0.029940045233943335,0.9705037181276468,True
