dataset,defense,defense_param,attacker_type,classifier,featureset,balanced_accuracy_mean,balanced_accuracy_std,auroc_mean,auroc_std,accuracy_mean,n_splits,n_jitter_reps,n_low_test_mean,n_high_test_mean,overhead_median_ms_all,overhead_median_ms_low,overhead_median_ms_high,relative_overhead_low,relative_overhead_high,effective_pad_mean,effective_pad_std
qwen,low_to_high_q90,0.90000,frozen,LogReg,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,731.87376,1463.74752,0.00000,76.08092,0.00000,1463.74273,0.01266
qwen,low_to_high_q90,0.90000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,731.87376,1463.74752,0.00000,76.08092,0.00000,1463.74273,0.01266
qwen,none,0.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,none,0.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,none,0.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,none,0.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,ttft_const_pad,25.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,25.00000,25.00000,25.00000,0.40946,0.00555,,
qwen,ttft_const_pad,25.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,25.00000,25.00000,25.00000,0.40946,0.00555,,
qwen,ttft_const_pad,25.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,25.00000,25.00000,25.00000,0.40946,0.00555,,
qwen,ttft_const_pad,25.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,25.00000,25.00000,25.00000,0.40946,0.00555,,
qwen,ttft_const_pad,50.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,50.00000,50.00000,50.00000,0.81892,0.01110,,
qwen,ttft_const_pad,50.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,50.00000,50.00000,50.00000,0.81892,0.01110,,
qwen,ttft_const_pad,50.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,50.00000,50.00000,50.00000,0.81892,0.01110,,
qwen,ttft_const_pad,50.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,50.00000,50.00000,50.00000,0.81892,0.01110,,
qwen,ttft_const_pad,100.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,100.00000,100.00000,100.00000,1.63785,0.02220,,
qwen,ttft_const_pad,100.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,100.00000,100.00000,100.00000,1.63785,0.02220,,
qwen,ttft_const_pad,100.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,100.00000,100.00000,100.00000,1.63785,0.02220,,
qwen,ttft_const_pad,100.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,100.00000,100.00000,100.00000,1.63785,0.02220,,
qwen,ttft_const_pad,200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,200.00000,200.00000,200.00000,3.27569,0.04439,,
qwen,ttft_const_pad,200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,200.00000,200.00000,200.00000,3.27569,0.04439,,
qwen,ttft_const_pad,200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,200.00000,200.00000,200.00000,3.27569,0.04439,,
qwen,ttft_const_pad,200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,200.00000,200.00000,200.00000,3.27569,0.04439,,
qwen,ttft_const_pad,400.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,400.00000,400.00000,400.00000,6.55139,0.08878,,
qwen,ttft_const_pad,400.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,400.00000,400.00000,400.00000,6.55139,0.08878,,
qwen,ttft_const_pad,400.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,400.00000,400.00000,400.00000,6.55139,0.08878,,
qwen,ttft_const_pad,400.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,400.00000,400.00000,400.00000,6.55139,0.08878,,
qwen,ttft_const_pad,800.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,800.00000,800.00000,800.00000,13.10278,0.17756,,
qwen,ttft_const_pad,800.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,800.00000,800.00000,800.00000,13.10278,0.17756,,
qwen,ttft_const_pad,800.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,800.00000,800.00000,800.00000,13.10278,0.17756,,
qwen,ttft_const_pad,800.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,800.00000,800.00000,800.00000,13.10278,0.17756,,
qwen,ttft_const_pad,1200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,1200.00000,1200.00000,1200.00000,19.65417,0.26634,,
qwen,ttft_const_pad,1200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,1200.00000,1200.00000,1200.00000,19.65417,0.26634,,
qwen,ttft_const_pad,1200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,1200.00000,1200.00000,1200.00000,19.65417,0.26634,,
qwen,ttft_const_pad,1200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,1200.00000,1200.00000,1200.00000,19.65417,0.26634,,
qwen,ttft_floor_pad,50.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,ttft_floor_pad,50.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,ttft_floor_pad,50.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,ttft_floor_pad,50.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,ttft_floor_pad,100.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,38.94425,0.00000,0.63785,0.00000,,
qwen,ttft_floor_pad,100.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,38.94425,0.00000,0.63785,0.00000,,
qwen,ttft_floor_pad,100.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,38.94425,0.00000,0.63785,0.00000,,
qwen,ttft_floor_pad,100.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,38.94425,0.00000,0.63785,0.00000,,
qwen,ttft_floor_pad,200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,37.48621,138.94425,0.00000,2.27569,0.00000,,
qwen,ttft_floor_pad,200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,37.48621,138.94425,0.00000,2.27569,0.00000,,
qwen,ttft_floor_pad,200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,37.48621,138.94425,0.00000,2.27569,0.00000,,
qwen,ttft_floor_pad,200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,37.48621,138.94425,0.00000,2.27569,0.00000,,
qwen,ttft_floor_pad,400.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,137.48621,338.94425,0.00000,5.55139,0.00000,,
qwen,ttft_floor_pad,400.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,137.48621,338.94425,0.00000,5.55139,0.00000,,
qwen,ttft_floor_pad,400.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,137.48621,338.94425,0.00000,5.55139,0.00000,,
qwen,ttft_floor_pad,400.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,137.48621,338.94425,0.00000,5.55139,0.00000,,
qwen,ttft_floor_pad,800.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,337.48621,738.94425,0.00000,12.10278,0.00000,,
qwen,ttft_floor_pad,800.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,337.48621,738.94425,0.00000,12.10278,0.00000,,
qwen,ttft_floor_pad,800.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,337.48621,738.94425,0.00000,12.10278,0.00000,,
qwen,ttft_floor_pad,800.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,337.48621,738.94425,0.00000,12.10278,0.00000,,
qwen,ttft_floor_pad,1200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,537.48621,1138.94425,0.00000,18.65417,0.00000,,
qwen,ttft_floor_pad,1200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,537.48621,1138.94425,0.00000,18.65417,0.00000,,
qwen,ttft_floor_pad,1200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,537.48621,1138.94425,0.00000,18.65417,0.00000,,
qwen,ttft_floor_pad,1200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,537.48621,1138.94425,0.00000,18.65417,0.00000,,
qwen,ttft_floor_pad,1600.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,929.29070,1538.94425,0.00000,25.20556,0.00000,,
qwen,ttft_floor_pad,1600.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,929.29070,1538.94425,0.00000,25.20556,0.00000,,
qwen,ttft_floor_pad,1600.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,929.29070,1538.94425,0.00000,25.20556,0.00000,,
qwen,ttft_floor_pad,1600.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,929.29070,1538.94425,0.00000,25.20556,0.00000,,
qwen,ttft_jitter_nonneg,25.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.68861,13.07468,12.35986,0.18207,0.00288,,
qwen,ttft_jitter_nonneg,25.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.68861,13.07468,12.35986,0.18207,0.00288,,
qwen,ttft_jitter_nonneg,25.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.68861,13.07468,12.35986,0.18207,0.00288,,
qwen,ttft_jitter_nonneg,25.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.68861,13.07468,12.35986,0.18207,0.00288,,
qwen,ttft_jitter_nonneg,50.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.03636,25.12222,25.13823,0.35829,0.00584,,
qwen,ttft_jitter_nonneg,50.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.03636,25.12222,25.13823,0.35829,0.00584,,
qwen,ttft_jitter_nonneg,50.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.03636,25.12222,25.13823,0.35829,0.00584,,
qwen,ttft_jitter_nonneg,50.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.03636,25.12222,25.13823,0.35829,0.00584,,
qwen,ttft_jitter_nonneg,100.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,51.43512,51.24733,51.98688,0.72984,0.01197,,
qwen,ttft_jitter_nonneg,100.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,51.43512,51.24733,51.98688,0.72984,0.01197,,
qwen,ttft_jitter_nonneg,100.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,51.43512,51.24733,51.98688,0.72984,0.01197,,
qwen,ttft_jitter_nonneg,100.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,51.43512,51.24733,51.98688,0.72984,0.01197,,
qwen,ttft_jitter_nonneg,200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,99.69025,97.17910,102.03638,1.44890,0.02291,,
qwen,ttft_jitter_nonneg,200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,99.69025,97.17910,102.03638,1.44890,0.02291,,
qwen,ttft_jitter_nonneg,200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,99.69025,97.17910,102.03638,1.44890,0.02291,,
qwen,ttft_jitter_nonneg,200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,99.69025,97.17910,102.03638,1.44890,0.02291,,
qwen,ttft_jitter_nonneg,400.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,199.74126,197.42705,201.06430,2.87374,0.04592,,
qwen,ttft_jitter_nonneg,400.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,199.74126,197.42705,201.06430,2.87374,0.04592,,
qwen,ttft_jitter_nonneg,400.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,199.74126,197.42705,201.06430,2.87374,0.04592,,
qwen,ttft_jitter_nonneg,400.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,199.74126,197.42705,201.06430,2.87374,0.04592,,
qwen,ttft_jitter_nonneg,800.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,411.44752,409.89541,411.07180,5.62348,0.09518,,
qwen,ttft_jitter_nonneg,800.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,411.44752,409.89541,411.07180,5.62348,0.09518,,
qwen,ttft_jitter_nonneg,800.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,411.44752,409.89541,411.07180,5.62348,0.09518,,
qwen,ttft_jitter_nonneg,800.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,411.44752,409.89541,411.07180,5.62348,0.09518,,
qwen,ttft_jitter_nonneg,1200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,583.88864,573.43026,597.43579,8.24001,0.13870,,
qwen,ttft_jitter_nonneg,1200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,583.88864,573.43026,597.43579,8.24001,0.13870,,
qwen,ttft_jitter_nonneg,1200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,583.88864,573.43026,597.43579,8.24001,0.13870,,
qwen,ttft_jitter_nonneg,1200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,583.88864,573.43026,597.43579,8.24001,0.13870,,
qwen,ttft_jitter_sym,25.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.60891,-1.01030,-0.22348,-0.01500,-0.00004,,
qwen,ttft_jitter_sym,25.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.60891,-1.01030,-0.22348,-0.01500,-0.00004,,
qwen,ttft_jitter_sym,25.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.60891,-1.01030,-0.22348,-0.01500,-0.00004,,
qwen,ttft_jitter_sym,25.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.60891,-1.01030,-0.22348,-0.01500,-0.00004,,
qwen,ttft_jitter_sym,50.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-1.75520,1.03863,-4.80507,0.01318,-0.00112,,
qwen,ttft_jitter_sym,50.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-1.75520,1.03863,-4.80507,0.01318,-0.00112,,
qwen,ttft_jitter_sym,50.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-1.75520,1.03863,-4.80507,0.01318,-0.00112,,
qwen,ttft_jitter_sym,50.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-1.75520,1.03863,-4.80507,0.01318,-0.00112,,
qwen,ttft_jitter_sym,100.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-6.08216,-6.10028,-5.82027,-0.10022,-0.00134,,
qwen,ttft_jitter_sym,100.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-6.08216,-6.10028,-5.82027,-0.10022,-0.00134,,
qwen,ttft_jitter_sym,100.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-6.08216,-6.10028,-5.82027,-0.10022,-0.00134,,
qwen,ttft_jitter_sym,100.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-6.08216,-6.10028,-5.82027,-0.10022,-0.00134,,
qwen,ttft_jitter_sym,200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,4.66664,3.65170,6.24622,0.05595,0.00128,,
qwen,ttft_jitter_sym,200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,4.66664,3.65170,6.24622,0.05595,0.00128,,
qwen,ttft_jitter_sym,200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,4.66664,3.65170,6.24622,0.05595,0.00128,,
qwen,ttft_jitter_sym,200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,4.66664,3.65170,6.24622,0.05595,0.00128,,
qwen,ttft_jitter_sym,400.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-5.79972,-17.63734,5.65508,-0.29173,0.00206,,
qwen,ttft_jitter_sym,400.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-5.79972,-17.63734,5.65508,-0.29173,0.00206,,
qwen,ttft_jitter_sym,400.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-5.79972,-17.63734,5.65508,-0.29173,0.00206,,
qwen,ttft_jitter_sym,400.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-5.79972,-17.63734,5.65508,-0.29173,0.00206,,
qwen,ttft_jitter_sym,800.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-18.92247,-16.45428,-12.60540,-0.34910,-0.00156,,
qwen,ttft_jitter_sym,800.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-18.92247,-16.45428,-12.60540,-0.34910,-0.00156,,
qwen,ttft_jitter_sym,800.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-18.92247,-16.45428,-12.60540,-0.34910,-0.00156,,
qwen,ttft_jitter_sym,800.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-18.92247,-16.45428,-12.60540,-0.34910,-0.00156,,
qwen,ttft_jitter_sym,1200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-27.07281,-27.10957,-29.50925,-0.56340,-0.00788,,
qwen,ttft_jitter_sym,1200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-27.07281,-27.10957,-29.50925,-0.56340,-0.00788,,
qwen,ttft_jitter_sym,1200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-27.07281,-27.10957,-29.50925,-0.56340,-0.00788,,
qwen,ttft_jitter_sym,1200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-27.07281,-27.10957,-29.50925,-0.56340,-0.00788,,
